18.3	45.75
18.4	46
18.5	46.25
18.6	46.5
18.7	46.75
18.8	47
18.9	47.25
19	47.5
19.1	47.75
19.2	48.05
19.3	48.25
19.4	48.5
19.5	48.8
19.6	49
19.7	49.25
19.8	49.5
19.9	49.75
20	50
20.1	50.25
20.2	50.5
20.3	50.75
20.4	51.15
20.5	51.25
20.6	51.5
20.7	51.75
20.8	51.95
20.9	52.25
21	52.5
21.1	52.75
21.2	53
21.3	53.25
21.4	53.5
21.5	53.75
21.6	54.15
21.7	54.25
21.8	54.5
21.9	54.75
22	55
22.1	55.3
22.2	55.5
22.3	55.75
22.4	55.9
22.5	56.25
22.6	56.5
22.7	56.75
22.8	57.15
22.9	57.25
23	57.5
23.1	57.75
23.2	58
23.3	58.25
23.4	58.55
23.5	58.75
23.6	59
23.7	59.25
23.8	59.5
23.9	59.75
24	60.05
24.1	60.25
24.2	60.5
24.3	60.75
24.4	61
24.5	61.25
24.6	61.5
24.7	61.8
24.8	62
24.9	62.25
25	62.5
25.1	62.75
25.2	63.15
25.3	63.25
25.4	63.5
25.5	63.75
25.6	63.9
25.7	64.25
25.8	64.5
25.9	64.75
26	65.05
26.1	65.25
26.2	65.5
26.3	65.75
26.4	66.15
26.5	66.25
26.6	66.5
26.7	66.75
26.8	67
26.9	67.25
27	67.5
27.1	67.75
27.2	67.9
27.3	68.3
27.4	68.5
27.5	68.75
27.6	69.15
27.7	69.25
27.8	69.5
27.9	69.75
28	70
28.1	70.25
28.2	70.5
28.3	70.75
28.4	71
28.5	71.25
28.6	71.55
28.7	71.75
28.8	72.05
28.9	72.25
29	72.5
29.1	72.75
29.2	73
29.3	73.25
29.4	73.5
29.5	73.75
29.6	74
29.7	74.25
29.8	74.5
29.9	74.8
30	75.15
30.1	75.25
30.2	75.5
30.3	75.75
30.4	75.9
30.5	76.25
30.6	76.5
30.7	76.75
30.8	77
30.9	77.25
31	77.5
31.1	77.75
31.2	78.2
31.3	78.25
31.4	78.5
31.5	78.75
31.6	79
31.7	79.25
31.8	79.5
31.9	79.75
32	79.9
32.1	80.25
32.2	80.5
32.3	80.75
32.4	81.15
32.5	81.3
32.6	81.5
32.7	81.75
32.8	82
32.9	82.25
33	82.5
33.1	82.75
33.2	83
33.3	83.25
33.4	83.5
33.5	83.75
33.6	84.05
33.7	84.25
33.8	84.55
33.9	84.75
34	85
34.1	85.25
34.2	85.5
34.3	85.75
34.4	86
34.5	86.25
34.6	86.5
34.7	86.75
34.8	87.15
34.9	87.25
35	87.5
35.1	87.8
35.2	87.9
35.3	88.25
35.4	88.5
35.5	88.75
35.6	89
35.7	89.25
35.8	89.5
35.9	89.75
36	90.15
36.1	90.25
36.2	90.5
36.3	90.75
36.4	91.05
36.5	91.25
36.6	91.5
36.7	91.75
36.8	91.9
36.9	92.25
37	92.5
37.1	92.75
37.2	93.15
37.3	93.25
37.4	93.5
37.5	93.75
37.6	94
37.7	94.3
37.8	94.5
37.9	94.75
38	95
38.1	95.25
38.2	95.5
38.3	95.75
38.4	96.05
38.5	96.25
38.6	96.5
38.7	96.75
38.8	97
38.9	97.25
39	97.55
39.1	97.75
39.2	98
39.3	98.25
39.4	98.5
39.5	98.75
39.6	99.15
39.7	99.25
39.8	99.5
39.9	99.75
40	99.9
40.1	100.25
40.2	100.5
40.3	100.8
40.4	101
40.5	101.25
40.6	101.5
40.7	101.75
40.8	102.15
40.9	102.25
41	102.5
41.1	102.75
41.2	103
41.3	103.25
41.4	103.5
41.5	103.75
41.6	103.95
41.7	104.25
41.8	104.5
41.9	104.75
42	105.15
42.1	105.25
42.2	105.5
42.3	105.75
42.4	106
42.5	106.25
42.6	106.5
42.7	106.75
42.8	107
42.9	107.3
43	107.5
43.1	107.75
43.2	108.05
43.3	108.25
43.4	108.5
43.5	108.75
43.6	109
43.7	109.25
43.8	109.5
43.9	109.75
44	110
44.1	110.25
44.2	110.55
44.3	110.75
44.4	111.15
44.5	111.25
44.6	111.5
44.7	111.75
44.8	111.9
44.9	112.25
45	112.5
45.1	112.75
45.2	113
45.3	113.25
45.4	113.5
45.5	113.8
45.6	114.15
45.7	114.25
45.8	114.5
45.9	114.75
46	115
46.1	115.25
46.2	115.5
46.3	115.75
46.4	115.9
46.5	116.25
46.6	116.5
46.7	116.75
46.8	117.2
46.9	117.25
47	117.5
47.1	117.75
47.2	118
47.3	118.25
47.4	118.5
47.5	118.75
47.6	119
47.7	119.25
47.8	119.5
47.9	119.75
48	120.05
48.1	120.3
48.2	120.5
48.3	120.75
48.4	121
48.5	121.25
48.6	121.5
48.7	121.75
48.8	122
48.9	122.25
49	122.5
49.1	122.75
49.2	123.15
49.3	123.25
49.4	123.55
49.5	123.75
49.6	123.9
49.7	124.25
49.8	124.5
49.9	124.75
50	125
50.1	125.25
50.2	125.5
50.3	125.75
50.4	126.15
50.5	126.25
50.6	126.5
50.7	126.8
50.8	127
50.9	127.25
51	127.5
51.1	127.75
51.2	127.9
51.3	128.25
51.4	128.5
51.5	128.75
51.6	129.15
51.7	129.25
51.8	129.5
51.9	129.75
52	130.05
52.1	130.25
52.2	130.5
52.3	130.75
52.4	131
52.5	131.25
52.6	131.5
52.7	131.75
52.8	132.05
52.9	132.25
53	132.5
53.1	132.75
53.2	133
53.3	133.3
53.4	133.5
53.5	133.75
53.6	134
53.7	134.25
53.8	134.5
53.9	134.75
54	135.15
54.1	135.25
54.2	135.5
54.3	135.75
54.4	135.9
54.5	136.25
54.6	136.55
54.7	136.75
54.8	137
54.9	137.25
55	137.5
55.1	137.75
55.2	138.15
55.3	138.25
55.4	138.5
55.5	138.75
55.6	139
55.7	139.25
55.8	139.5
55.9	139.8
56	139.9
56.1	140.25
56.2	140.5
56.3	140.75
56.4	141.15
56.5	141.25
56.6	141.5
56.7	141.75
56.8	142
56.9	142.25
57	142.5
57.1	142.75
57.2	143.05
57.3	143.25
57.4	143.5
57.5	143.75
57.6	144.05
57.7	144.25
57.8	144.5
57.9	144.75
58	145
58.1	145.25
58.2	145.5
58.3	145.75
58.4	146
58.5	146.3
58.6	146.5
58.7	146.75
58.8	147.15
58.9	147.25
59	147.5
59.1	147.75
59.2	147.9
59.3	148.25
59.4	148.5
59.5	148.75
59.6	149
59.7	149.25
59.8	149.55
59.9	149.75
60	150.15
60.1	150.25
60.2	150.5
60.3	150.75
60.4	151
60.5	151.25
60.6	151.5
60.7	151.75
60.8	151.9
60.9	152.25
61	152.5
61.1	152.8
61.2	153.15
61.3	153.25
61.4	153.5
61.5	153.75
61.6	154
61.7	154.25
61.8	154.5
61.9	154.75
62	155
62.1	155.25
62.2	155.5
62.3	155.75
62.4	156.1
62.5	156.25
62.6	156.5
62.7	156.75
62.8	157
62.9	157.25
63	157.5
63.1	157.75
63.2	158
63.3	158.25
63.4	158.5
63.5	158.75
63.6	159.15
63.7	159.3
63.8	159.5
63.9	159.75
64	159.9
64.1	160.25
64.2	160.5
64.3	160.75
64.4	161
64.5	161.25
64.6	161.5
64.7	161.75
64.8	162.15
64.9	162.25
65	162.55
65.1	162.75
65.2	163
65.3	163.25
65.4	163.5
65.5	163.75
65.6	163.9
65.7	164.25
65.8	164.5
65.9	164.75
66	165.15
66.1	165.25
66.2	165.5
66.3	165.8
66.4	166
66.5	166.25
66.6	166.5
66.7	166.75
66.8	167
66.9	167.25
67	167.5
67.1	167.75
67.2	168.05
67.3	168.25
67.4	168.5
67.5	168.75
67.6	169.05
67.7	169.25
67.8	169.5
67.9	169.75
68	170
68.1	170.25
68.2	170.5
68.3	170.75
68.4	171.15
68.5	171.25
68.6	171.5
68.7	171.75
68.8	171.9
68.9	172.3
69	172.5
69.1	172.75
69.2	173
69.3	173.25
69.4	173.5
69.5	173.75
69.6	174.15
69.7	174.25
69.8	174.5
69.9	174.75
70	175
70.1	175.25
70.2	175.55
70.3	175.75
70.4	175.9
70.5	176.25
70.6	176.5
70.7	176.75
70.8	177.15
70.9	177.25
71	177.5
71.1	177.75
71.2	178
71.3	178.25
71.4	178.5
71.5	178.8
71.6	179
71.7	179.25
71.8	179.5
71.9	179.75
72	180.05
72.1	180.25
72.2	180.5
72.3	180.75
72.4	181
72.5	181.25
72.6	181.5
72.7	181.75
72.8	182.05
72.9	182.25
73	182.5
73.1	182.75
73.2	183.15
73.3	183.25
73.4	183.5
73.5	183.75
73.6	183.9
73.7	184.25
73.8	184.5
73.9	184.75
74	185
74.1	185.3
74.2	185.5
74.3	185.75
74.4	186.15
74.5	186.25
74.6	186.5
74.7	186.75
74.8	187
74.9	187.25
75	187.5
75.1	187.75
75.2	187.9
75.3	188.25
75.4	188.55
75.5	188.75
75.6	189.15
75.7	189.25
75.8	189.5
75.9	189.75
76	190
76.1	190.25
76.2	190.5
76.3	190.75
76.4	191
76.5	191.25
76.6	191.5
76.7	191.8
76.8	192.05
76.9	192.25
77	192.5
77.1	192.75
77.2	193
77.3	193.25
77.4	193.5
77.5	193.75
77.6	194
77.7	194.25
77.8	194.5
77.9	194.75
78	195.2
78.1	195.25
78.2	195.5
78.3	195.75
78.4	195.9
78.5	196.25
78.6	196.5
78.7	196.75
78.8	197
78.9	197.25
79	197.5
79.1	197.75
79.2	198.15
79.3	198.3
79.4	198.5
79.5	198.75
79.6	199
79.7	199.25
79.8	199.5
79.9	199.75
80	199.9
80.1	200.25
80.2	200.5
80.3	200.75
80.4	201.15
80.5	201.25
80.6	201.55
80.7	201.75
80.8	202
80.9	202.25
81	202.5
81.1	202.75
81.2	203
81.3	203.25
81.4	203.5
81.5	203.75
81.6	204.05
81.7	204.25
81.8	204.5
81.9	204.8
82	205
82.1	205.25
82.2	205.5
82.3	205.75
82.4	206
82.5	206.25
82.6	206.5
82.7	206.75
82.8	207.15
82.9	207.25
83	207.5
83.1	207.75
83.2	207.95
83.3	208.25
83.4	208.5
83.5	208.75
83.6	209
83.7	209.25
83.8	209.5
83.9	209.75
84	210.15
84.1	210.25
84.2	210.5
84.3	210.75
84.4	211
84.5	211.3
84.6	211.5
84.7	211.75
84.8	211.9
84.9	212.25
85	212.5
85.1	212.75
85.2	213.15
85.3	213.25
85.4	213.5
85.5	213.75
85.6	214
85.7	214.25
85.8	214.55
85.9	214.75
86	215
86.1	215.25
86.2	215.5
86.3	215.75
86.4	216.05
86.5	216.25
86.6	216.5
86.7	216.75
86.8	217
86.9	217.25
87	217.5
87.1	217.8
87.2	218
87.3	218.25
87.4	218.5
87.5	218.75
87.6	219.15
87.7	219.25
87.8	219.5
87.9	219.75
88	219.9
88.1	220.25
88.2	220.5
88.3	220.75
88.4	221.05
88.5	221.25
88.6	221.5
88.7	221.75
88.8	222.15
88.9	222.25
89	222.5
89.1	222.75
89.2	223
89.3	223.25
89.4	223.5
89.5	223.75
89.6	223.9
89.7	224.3
89.8	224.5
89.9	224.75
90	225.15
90.1	225.25
90.2	225.5
90.3	225.75
90.4	226
90.5	226.25
90.6	226.5
90.7	226.75
90.8	227
90.9	227.25
91	227.55
91.1	227.75
91.2	228.05
91.3	228.25
91.4	228.5
91.5	228.75
91.6	229
91.7	229.25
91.8	229.5
91.9	229.75
92	230
92.1	230.25
92.2	230.5
92.3	230.8
92.4	231.15
92.5	231.25
92.6	231.5
92.7	231.75
92.8	231.9
92.9	232.25
93	232.5
93.1	232.75
93.2	233
93.3	233.25
93.4	233.5
93.5	233.75
93.6	234.2
93.7	234.25
93.8	234.5
93.9	234.75
94	235
94.1	235.25
94.2	235.5
94.3	235.75
94.4	235.9
94.5	236.25
94.6	236.5
94.7	236.75
94.8	237.15
94.9	237.3
95	237.5
95.1	237.75
95.2	238
95.3	238.25
95.4	238.5
95.5	238.75
95.6	239
95.7	239.25
95.8	239.5
95.9	239.75
96	240.05
96.1	240.25
96.2	240.55
96.3	240.75
96.4	241
96.5	241.25
96.6	241.5
96.7	241.75
96.8	242
96.9	242.25
97	242.5
97.1	242.75
97.2	243.15
97.3	243.25
97.4	243.5
97.5	243.8
97.6	243.9
97.7	244.25
97.8	244.5
97.9	244.75
98	245
98.1	245.25
98.2	245.5
98.3	245.75
98.4	246.15
98.5	246.25
98.6	246.5
98.7	246.75
98.8	247.05
98.9	247.25
99	247.5
99.1	247.75
99.2	247.9
99.3	248.25
99.4	248.5
99.5	248.75
99.6	249.15
99.7	249.25
99.8	249.5
99.9	249.75
100	250
